BillNo;Itemname;Quantity;Date;Price;CustomerID;Country
536532;MINI JIGSAW SPACEBOY;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;MINI JIGSAW BAKE A CAKE;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;MINI JIGSAW CIRCUS PARADE;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;MINI JIGSAW DOLLY GIRL;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;MAGIC DRAWING SLATE SPACEBOY;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;MAGIC DRAWING SLATE DOLLY GIRL;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;MAGIC DRAWING SLATE CIRCUS PARADE;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;WOODEN SCHOOL COLOURING SET;24;01.12.2010 13:24;1,65;12433,0;Norway
536532;PACK OF 12 TRADITIONAL CRAYONS;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;CARD PARTY GAMES;12;01.12.2010 13:24;0,42;12433,0;Norway
536532;BOOZE & WOMEN GREETING CARD;12;01.12.2010 13:24;0,42;12433,0;Norway
536532;FANCY FONT BIRTHDAY CARD,;12;01.12.2010 13:24;0,42;12433,0;Norway
536532;CARD CIRCUS PARADE;12;01.12.2010 13:24;0,42;12433,0;Norway
536532;HAND WARMER SCOTTY DOG DESIGN;12;01.12.2010 13:24;2,1;12433,0;Norway
536532;HAND WARMER RED RETROSPOT;12;01.12.2010 13:24;2,1;12433,0;Norway
536532;HAND WARMER OWL DESIGN;12;01.12.2010 13:24;2,1;12433,0;Norway
536532;HOT WATER BOTTLE TEA AND SYMPATHY;8;01.12.2010 13:24;3,95;12433,0;Norway
536532;PACK OF 12 SUKI TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;PACK OF 12 WOODLAND TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;PACK OF 12 SKULL TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;BLUE PAISLEY TISSUE BOX;12;01.12.2010 13:24;1,25;12433,0;Norway
536532;PACK OF 12 BLUE PAISLEY TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;PACK OF 12 CIRCUS PARADE TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;PACK OF 12 RED RETROSPOT TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;PACK OF 12 SPACEBOY TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;LADS ONLY TISSUE BOX;12;01.12.2010 13:24;1,25;12433,0;Norway
536532;RED RETROSPOT TISSUE BOX;12;01.12.2010 13:24;1,25;12433,0;Norway
536532;PACK OF 12 PINK PAISLEY TISSUES;48;01.12.2010 13:24;0,29;12433,0;Norway
536532;PLASTERS IN TIN VINTAGE PAISLEY;36;01.12.2010 13:24;1,65;12433,0;Norway
536532;POLKADOT RAIN HAT;24;01.12.2010 13:24;0,42;12433,0;Norway
536532;SET/20 RED RETROSPOT PAPER NAPKINS;36;01.12.2010 13:24;0,85;12433,0;Norway
536532;JAM JAR WITH GREEN LID;12;01.12.2010 13:24;0,85;12433,0;Norway
536532;JAM JAR WITH PINK LID;12;01.12.2010 13:24;0,85;12433,0;Norway
536532;JAM MAKING SET PRINTED;24;01.12.2010 13:24;1,45;12433,0;Norway
536532;SET OF 20 KIDS COOKIE CUTTERS;24;01.12.2010 13:24;2,1;12433,0;Norway
536532;GINGERBREAD MAN COOKIE CUTTER;24;01.12.2010 13:24;1,25;12433,0;Norway
536532;GIN AND TONIC MUG;24;01.12.2010 13:24;1,25;12433,0;Norway
536532;IF YOU CAN'T STAND THE HEAT MUG;24;01.12.2010 13:24;1,25;12433,0;Norway
536532;I CAN ONLY PLEASE ONE PERSON MUG;24;01.12.2010 13:24;1,25;12433,0;Norway
536532;36 FOIL HEART CAKE CASES;12;01.12.2010 13:24;2,1;12433,0;Norway
536532;PINK HEART SHAPE EGG FRYING PAN;72;01.12.2010 13:24;1,25;12433,0;Norway
536532;60 TEATIME FAIRY CAKE CASES;24;01.12.2010 13:24;0,55;12433,0;Norway
536532;72 SWEETHEART FAIRY CAKE CASES;24;01.12.2010 13:24;0,55;12433,0;Norway
536532;PACK OF 72 SKULL CAKE CASES;24;01.12.2010 13:24;0,55;12433,0;Norway
536532;PACK OF 60 PINK PAISLEY CAKE CASES;24;01.12.2010 13:24;0,55;12433,0;Norway
536532;PACK OF 72 RETROSPOT CAKE CASES;24;01.12.2010 13:24;0,55;12433,0;Norway
536532;LARGE POPCORN HOLDER;48;01.12.2010 13:24;1,65;12433,0;Norway
536532;SMALL POPCORN HOLDER;72;01.12.2010 13:24;0,85;12433,0;Norway
536532;200 RED + WHITE BENDY STRAWS;12;01.12.2010 13:24;1,25;12433,0;Norway
536532;RECIPE BOX RETROSPOT;12;01.12.2010 13:24;2,95;12433,0;Norway
536532;RECIPE BOX PANTRY YELLOW DESIGN;12;01.12.2010 13:24;2,95;12433,0;Norway
536532;RECIPE BOX BLUE SKETCHBOOK DESIGN;12;01.12.2010 13:24;2,95;12433,0;Norway
536532;CLOTHES PEGS RETROSPOT PACK 24;24;01.12.2010 13:24;1,49;12433,0;Norway
536532;20 DOLLY PEGS RETROSPOT;24;01.12.2010 13:24;1,25;12433,0;Norway
536532;LADIES & GENTLEMEN METAL SIGN;12;01.12.2010 13:24;2,55;12433,0;Norway
536532;COOK WITH WINE METAL SIGN;12;01.12.2010 13:24;1,95;12433,0;Norway
536532;HAND OVER THE CHOCOLATE   SIGN;24;01.12.2010 13:24;2,1;12433,0;Norway
536532;NO SINGING METAL SIGN;24;01.12.2010 13:24;2,1;12433,0;Norway
536532;RED HANGING HEART T-LIGHT HOLDER;6;01.12.2010 13:24;2,95;12433,0;Norway
536532;DOORMAT RED RETROSPOT;2;01.12.2010 13:24;7,95;12433,0;Norway
536532;BISCUIT TIN VINTAGE RED;6;01.12.2010 13:24;6,75;12433,0;Norway
536532;EMERGENCY FIRST AID TIN;24;01.12.2010 13:24;1,25;12433,0;Norway
536532;FIRST AID TIN;12;01.12.2010 13:24;3,25;12433,0;Norway
536840;JAM MAKING SET PRINTED;12;02.12.2010 18:27;1,45;12738,0;Germany
536840;JAM JAR WITH PINK LID;12;02.12.2010 18:27;0,85;12738,0;Germany
536840;JAM JAR WITH GREEN LID;12;02.12.2010 18:27;0,85;12738,0;Germany
536840;SWEETHEART CAKESTAND 3 TIER;1;02.12.2010 18:27;9,95;12738,0;Germany
536840;60 CAKE CASES VINTAGE CHRISTMAS;24;02.12.2010 18:27;0,55;12738,0;Germany
536840;6 RIBBONS RUSTIC CHARM;12;02.12.2010 18:27;1,65;12738,0;Germany
536840;CAKE STAND WHITE TWO TIER LACE;2;02.12.2010 18:27;8,5;12738,0;Germany
536840;PACK OF 60 PINK PAISLEY CAKE CASES;24;02.12.2010 18:27;0,55;12738,0;Germany
536840;60 TEATIME FAIRY CAKE CASES;24;02.12.2010 18:27;0,55;12738,0;Germany
536840;PACK OF 72 RETROSPOT CAKE CASES;24;02.12.2010 18:27;0,55;12738,0;Germany
536840;POSTAGE;1;02.12.2010 18:27;18,0;12738,0;Germany
536852;PICTURE DOMINOES;12;03.12.2010 09:51;1,45;12686,0;France
536852;MINI JIGSAW SPACEBOY;24;03.12.2010 09:51;0,42;12686,0;France
536852;MINI JIGSAW DOLLY GIRL;24;03.12.2010 09:51;0,42;12686,0;France
536852;CHARLOTTE BAG DOLLY GIRL DESIGN;10;03.12.2010 09:51;0,85;12686,0;France
536852;VINTAGE HEADS AND TAILS CARD GAME;12;03.12.2010 09:51;1,25;12686,0;France
536852;POLKADOT RAIN HAT;24;03.12.2010 09:51;0,42;12686,0;France
536852;POSTAGE;1;03.12.2010 09:51;18,0;12686,0;France
536861;FELTCRAFT 6 FLOWER FRIENDS;6;03.12.2010 10:44;2,1;12427,0;Germany
536861;6 RIBBONS RUSTIC CHARM;12;03.12.2010 10:44;1,65;12427,0;Germany
536861;WOODLAND  HEIGHT CHART STICKERS;6;03.12.2010 10:44;2,95;12427,0;Germany
536861;CHILDS BREAKFAST SET CIRCUS PARADE;8;03.12.2010 10:44;7,65;12427,0;Germany
536861;CHILDS BREAKFAST SET SPACEBOY;8;03.12.2010 10:44;8,5;12427,0;Germany
536861;COFFEE MUG CAT + BIRD DESIGN;6;03.12.2010 10:44;2,55;12427,0;Germany
536861;COFFEE MUG DOG + BALL DESIGN;6;03.12.2010 10:44;2,55;12427,0;Germany
536861;BALLOONS  WRITING SET;12;03.12.2010 10:44;1,65;12427,0;Germany
536861;DINOSAURS  WRITING SET;12;03.12.2010 10:44;1,65;12427,0;Germany
536861;POSTAGE;3;03.12.2010 10:44;18,0;12427,0;Germany
536944;LUNCH BAG SUKI  DESIGN;70;03.12.2010 12:20;1,65;12557,0;Spain
536944;LUNCH BAG PINK POLKADOT;100;03.12.2010 12:20;1,45;12557,0;Spain
536944;LUNCH BAG  BLACK SKULL.;60;03.12.2010 12:20;1,65;12557,0;Spain
536944;LUNCH BAG RED RETROSPOT;70;03.12.2010 12:20;1,65;12557,0;Spain
536944;LUNCH BAG CARS BLUE;100;03.12.2010 12:20;1,45;12557,0;Spain
536967;POSTAGE;1;03.12.2010 12:57;18,0;12600,0;Germany
536967;JUMBO BAG RED RETROSPOT;30;03.12.2010 12:57;1,95;12600,0;Germany
536971;RED HANGING HEART T-LIGHT HOLDER;32;03.12.2010 13:40;2,55;12779,0;Poland
536971;STRAWBERRY CERAMIC TRINKET BOX;24;03.12.2010 13:40;1,25;12779,0;Poland
536971;MINI CAKE STAND WITH HANGING CAKES;8;03.12.2010 13:40;1,45;12779,0;Poland
536971;CERAMIC CAKE DESIGN SPOTTED MUG;24;03.12.2010 13:40;1,49;12779,0;Poland
536971;BIG DOUGHNUT FRIDGE MAGNETS;24;03.12.2010 13:40;0,85;12779,0;Poland
536971;VINTAGE CREAM DOG FOOD CONTAINER;4;03.12.2010 13:40;8,5;12779,0;Poland
536971;JAM MAKING SET PRINTED;12;03.12.2010 13:40;1,45;12779,0;Poland
536971;HOMEMADE JAM SCENTED CANDLES;12;03.12.2010 13:40;1,45;12779,0;Poland
536974;EDWARDIAN PARASOL BLACK;9;03.12.2010 13:59;5,95;12682,0;France
536974;EDWARDIAN PARASOL PINK;3;03.12.2010 13:59;5,95;12682,0;France
536974;EDWARDIAN PARASOL RED;6;03.12.2010 13:59;5,95;12682,0;France
536974;RED  HARMONICA IN BOX;12;03.12.2010 13:59;1,25;12682,0;France
536974;LUNCH BOX I LOVE LONDON;12;03.12.2010 13:59;1,95;12682,0;France
536974;LUNCH BOX WITH CUTLERY RETROSPOT;12;03.12.2010 13:59;2,55;12682,0;France
536974;SET OF SALT AND PEPPER TOADSTOOLS;12;03.12.2010 13:59;1,25;12682,0;France
536974;TEA PARTY BIRTHDAY CARD;12;03.12.2010 13:59;0,42;12682,0;France
536974;ASSORTED COLOUR MINI CASES;2;03.12.2010 13:59;7,95;12682,0;France
536974;RED RETROSPOT MINI CASES;2;03.12.2010 13:59;7,95;12682,0;France
536974;BIG DOUGHNUT FRIDGE MAGNETS;12;03.12.2010 13:59;0,85;12682,0;France
536974;POPPY'S PLAYHOUSE KITCHEN;6;03.12.2010 13:59;2,1;12682,0;France
536974;RIBBON REEL POLKADOTS;10;03.12.2010 13:59;1,65;12682,0;France
536974;LUNCH BAG RED RETROSPOT;10;03.12.2010 13:59;1,65;12682,0;France
536974;LUNCH BAG WOODLAND;10;03.12.2010 13:59;1,65;12682,0;France
536974;POSTAGE;2;03.12.2010 13:59;18,0;12682,0;France
536983;WOODLAND PARTY BAG + STICKER SET;8;03.12.2010 14:30;1,65;12712,0;Germany
536983;HAND WARMER OWL DESIGN;12;03.12.2010 14:30;2,1;12712,0;Germany
536983;3 HOOK PHOTO SHELF ANTIQUE WHITE;4;03.12.2010 14:30;8,5;12712,0;Germany
536983;IVORY GIANT GARDEN THERMOMETER;4;03.12.2010 14:30;5,95;12712,0;Germany
536983;BLUE COAT RACK PARIS FASHION;3;03.12.2010 14:30;4,95;12712,0;Germany
536983;HOT BATHS SOAP HOLDER;12;03.12.2010 14:30;1,69;12712,0;Germany
536983;PENCIL CASE LIFE IS BEAUTIFUL;6;03.12.2010 14:30;2,95;12712,0;Germany
536983;LARGE CHINESE STYLE SCISSOR;10;03.12.2010 14:30;0,85;12712,0;Germany
536983;POSTAGE;1;03.12.2010 14:30;18,0;12712,0;Germany
536990;VINTAGE PAISLEY STATIONERY SET;6;03.12.2010 15:14;2,95;12793,0;Portugal
536990;LUNCH BAG SUKI  DESIGN;10;03.12.2010 15:14;1,65;12793,0;Portugal
536990;LUNCH BAG CARS BLUE;14;03.12.2010 15:14;1,65;12793,0;Portugal
536990;RED RETROSPOT LUGGAGE TAG;12;03.12.2010 15:14;1,25;12793,0;Portugal
536990;RED HEART LUGGAGE TAG;12;03.12.2010 15:14;1,25;12793,0;Portugal
536990;POSTAGE;1;03.12.2010 15:14;28,0;12793,0;Portugal
536990;LUNCH BAG WOODLAND;10;03.12.2010 15:14;1,65;12793,0;Portugal
537022;T-LIGHT GLASS FLUTED ANTIQUE;12;03.12.2010 15:45;1,25;12725,0;Italy
537022;SCENTED VELVET LOUNGE CANDLE;12;03.12.2010 15:45;1,25;12725,0;Italy
537022;BLUE FLOCK GLASS CANDLEHOLDER;6;03.12.2010 15:45;1,65;12725,0;Italy
537022;SILVER GLITTER FLOWER VOTIVE HOLDER;12;03.12.2010 15:45;1,25;12725,0;Italy
537022;6 CHOCOLATE LOVE HEART T-LIGHTS;6;03.12.2010 15:45;2,1;12725,0;Italy
537022;SET OF 6 T-LIGHTS SANTA;6;03.12.2010 15:45;2,95;12725,0;Italy
537022;SET OF 6 T-LIGHTS SNOWMEN;6;03.12.2010 15:45;2,95;12725,0;Italy
537022;PORCELAIN T-LIGHT HOLDERS ASSORTED;12;03.12.2010 15:45;1,25;12725,0;Italy
537022;GOLD MUG BONE CHINA TREE OF LIFE;6;03.12.2010 15:45;1,95;12725,0;Italy
537022;SCANDINAVIAN 3 HEARTS NAPKIN RING;24;03.12.2010 15:45;0,65;12725,0;Italy
537022;ROSE SCENT CANDLE IN JEWELLED BOX;6;03.12.2010 15:45;4,25;12725,0;Italy
537022;ROSE SCENT CANDLE JEWELLED DRAWER;4;03.12.2010 15:45;4,25;12725,0;Italy
537022;SET/3 VANILLA SCENTED CANDLE IN BOX;4;03.12.2010 15:45;4,25;12725,0;Italy
537022;3 GARDENIA MORRIS BOXED CANDLES;4;03.12.2010 15:45;4,25;12725,0;Italy
537022;ROSE 3 WICK MORRIS BOX CANDLE;4;03.12.2010 15:45;4,25;12725,0;Italy
537022;CHOCOLATE 1 WICK MORRIS BOX CANDLE;6;03.12.2010 15:45;4,25;12725,0;Italy
537022;CHOCOLATE 3 WICK MORRIS BOX CANDLE;4;03.12.2010 15:45;4,25;12725,0;Italy
537022;GARDENIA 3 WICK MORRIS BOXED CANDLE;4;03.12.2010 15:45;4,25;12725,0;Italy
537022;3 ROSE MORRIS BOXED CANDLES;4;03.12.2010 15:45;4,25;12725,0;Italy
537022;GRAND CHOCOLATECANDLE;9;03.12.2010 15:45;1,45;12725,0;Italy
537022;PINK BAROQUE FLOCK CANDLE HOLDER;2;03.12.2010 15:45;5,95;12725,0;Italy
537022;GREEN REGENCY TEACUP AND SAUCER;6;03.12.2010 15:45;2,95;12725,0;Italy
537022;CHARLIE+LOLA RED HOT WATER BOTTLE;3;03.12.2010 15:45;4,65;12725,0;Italy
537022;POSTAGE;2;03.12.2010 15:45;28,0;12725,0;Italy
537026;SET OF 20 KIDS COOKIE CUTTERS;12;03.12.2010 16:35;2,1;12395,0;Belgium
537026;RED RETROSPOT ROUND CAKE TINS;2;03.12.2010 16:35;9,95;12395,0;Belgium
537026;PACK OF 72 RETROSPOT CAKE CASES;120;03.12.2010 16:35;0,42;12395,0;Belgium
537026;PACK OF 60 PINK PAISLEY CAKE CASES;120;03.12.2010 16:35;0,42;12395,0;Belgium
537026;PACK OF 60 SPACEBOY CAKE CASES;120;03.12.2010 16:35;0,42;12395,0;Belgium
537026;PACK OF 60 DINOSAUR CAKE CASES;48;03.12.2010 16:35;0,55;12395,0;Belgium
537026;PACK OF 60 MUSHROOM CAKE CASES;48;03.12.2010 16:35;0,55;12395,0;Belgium
537026;PLASTERS IN TIN SPACEBOY;12;03.12.2010 16:35;1,65;12395,0;Belgium
537026;JUMBO BAG RED RETROSPOT;10;03.12.2010 16:35;1,95;12395,0;Belgium
537026;CHARLOTTE BAG SUKI DESIGN;10;03.12.2010 16:35;0,85;12395,0;Belgium
537026;72 SWEETHEART FAIRY CAKE CASES;24;03.12.2010 16:35;0,55;12395,0;Belgium
537026;POSTAGE;2;03.12.2010 16:35;18,0;12395,0;Belgium
537065;HOT WATER BOTTLE BABUSHKA;8;05.12.2010 11:57;4,65;12567,0;France
537065;BREAD BIN DINER STYLE RED;1;05.12.2010 11:57;16,95;12567,0;France
537065;SET OF SALT AND PEPPER TOADSTOOLS;12;05.12.2010 11:57;1,25;12567,0;France
537065;ROSE COTTAGE KEEPSAKE BOX;8;05.12.2010 11:57;8,5;12567,0;France
537065;CLASSICAL ROSE SMALL VASE;6;05.12.2010 11:57;2,55;12567,0;France
537065;RED RETROSPOT PURSE;6;05.12.2010 11:57;2,95;12567,0;France
537065;POLKADOT RAIN HAT;24;05.12.2010 11:57;0,42;12567,0;France
537065;RAIN PONCHO RETROSPOT;24;05.12.2010 11:57;0,85;12567,0;France
537065;RED RETROSPOT MINI CASES;6;05.12.2010 11:57;7,95;12567,0;France
537065;ASSORTED COLOUR MINI CASES;2;05.12.2010 11:57;7,95;12567,0;France
537065;DECORATIVE CATS BATHROOM BOTTLE;12;05.12.2010 11:57;1,25;12567,0;France
537065;SET/10 RED POLKADOT PARTY CANDLES;24;05.12.2010 11:57;1,25;12567,0;France
537065;BASKET OF TOADSTOOLS;12;05.12.2010 11:57;1,25;12567,0;France
537065;PARTY BUNTING;5;05.12.2010 11:57;4,65;12567,0;France
537065;ALARM CLOCK BAKELIKE RED;4;05.12.2010 11:57;3,75;12567,0;France
537065;ALARM CLOCK BAKELIKE GREEN;4;05.12.2010 11:57;3,75;12567,0;France
537065;ALARM CLOCK BAKELIKE PINK;4;05.12.2010 11:57;3,75;12567,0;France
537065;ALARM CLOCK BAKELIKE ORANGE;4;05.12.2010 11:57;3,75;12567,0;France
537065;5 HOOK HANGER RED MAGIC TOADSTOOL;12;05.12.2010 11:57;1,65;12567,0;France
537065;GUMBALL COAT RACK;6;05.12.2010 11:57;2,55;12567,0;France
537065;FIVE HEART HANGING DECORATION;6;05.12.2010 11:57;2,95;12567,0;France
537065;PINK  HONEYCOMB PAPER BALL;6;05.12.2010 11:57;2,1;12567,0;France
537065;LUNCH BAG RED RETROSPOT;10;05.12.2010 11:57;1,65;12567,0;France
537065;LUNCH BAG WOODLAND;20;05.12.2010 11:57;1,65;12567,0;France
537065;LUNCH BAG CARS BLUE;10;05.12.2010 11:57;1,65;12567,0;France
537065;STRAWBERRY LUNCH BOX WITH CUTLERY;6;05.12.2010 11:57;2,55;12567,0;France
537065;ROUND SNACK BOXES SET OF4 WOODLAND;6;05.12.2010 11:57;2,95;12567,0;France
537065;LUNCH BOX WITH CUTLERY RETROSPOT;6;05.12.2010 11:57;2,55;12567,0;France
537065;CERAMIC STRAWBERRY TRINKET TRAY;6;05.12.2010 11:57;2,55;12567,0;France
537065;RETROSPOT LARGE MILK JUG;3;05.12.2010 11:57;4,95;12567,0;France
537065;RED RETROSPOT BUTTER DISH;3;05.12.2010 11:57;4,95;12567,0;France
537065;REGENCY CAKESTAND 3 TIER;2;05.12.2010 11:57;12,75;12567,0;France
537065;GREEN 3 PIECE POLKADOT CUTLERY SET;6;05.12.2010 11:57;3,75;12567,0;France
537065;RED 3 PIECE RETROSPOT CUTLERY SET;6;05.12.2010 11:57;3,75;12567,0;France
537065;BLUE 3 PIECE POLKADOT CUTLERY SET;6;05.12.2010 11:57;3,75;12567,0;France
537065;CHERRY BLOSSOM  DECORATIVE FLASK;4;05.12.2010 11:57;3,75;12567,0;France
537065;CHILDS BREAKFAST SET SPACEBOY;2;05.12.2010 11:57;9,95;12567,0;France
537065;CHILDS BREAKFAST SET DOLLY GIRL;2;05.12.2010 11:57;9,95;12567,0;France
537065;CHILDS BREAKFAST SET CIRCUS PARADE;2;05.12.2010 11:57;8,5;12567,0;France
537065;RETROSPOT LAMP;4;05.12.2010 11:57;9,95;12567,0;France
537065;PACK OF 12 RED RETROSPOT TISSUES;24;05.12.2010 11:57;0,29;12567,0;France
537065;PACK OF 12 WOODLAND TISSUES;24;05.12.2010 11:57;0,29;12567,0;France
537065;PACK OF 12 SUKI TISSUES;24;05.12.2010 11:57;0,29;12567,0;France
537065;PACK OF 12 SPACEBOY TISSUES;24;05.12.2010 11:57;0,29;12567,0;France
537065;PACK OF 12 CIRCUS PARADE TISSUES;24;05.12.2010 11:57;0,29;12567,0;France
537065;BLUE GEISHA GIRL;4;05.12.2010 11:57;3,75;12567,0;France
537065;GREEN GEISHA GIRL;4;05.12.2010 11:57;3,75;12567,0;France
537065;PLASTERS IN TIN WOODLAND ANIMALS;12;05.12.2010 11:57;1,65;12567,0;France
537065;PLASTERS IN TIN SPACEBOY;12;05.12.2010 11:57;1,65;12567,0;France
537065;PARTY TIME PENCIL ERASERS;28;05.12.2010 11:57;0,21;12567,0;France
537065;SET OF 6 3D KIT CARDS FOR KIDS;12;05.12.2010 11:57;0,85;12567,0;France
537065;HAND WARMER RED RETROSPOT;12;05.12.2010 11:57;2,1;12567,0;France
537065;DINOSAUR KEYRINGS ASSORTED;36;05.12.2010 11:57;0,21;12567,0;France
537065;CERAMIC STRAWBERRY MONEY BOX;6;05.12.2010 11:57;2,55;12567,0;France
537065;CERAMIC CHERRY CAKE MONEY BANK;12;05.12.2010 11:57;1,45;12567,0;France
537065;PAPERWEIGHT CHILDHOOD MEMORIES;6;05.12.2010 11:57;2,55;12567,0;France
537065;RED GINGHAM TEDDY BEAR;6;05.12.2010 11:57;2,95;12567,0;France
537065;NURSE'S BAG SOFT TOY;6;05.12.2010 11:57;8,95;12567,0;France
537065;TOOL BOX SOFT TOY;6;05.12.2010 11:57;8,95;12567,0;France
537065;TRADITIONAL WOODEN CATCH CUP GAME;12;05.12.2010 11:57;1,25;12567,0;France
537065;SET OF 6 SOLDIER SKITTLES;4;05.12.2010 11:57;3,75;12567,0;France
537065;PINK PAINTED KASHMIRI CHAIR;4;05.12.2010 11:57;42,95;12567,0;France
537065;POSTAGE;9;05.12.2010 11:57;18,0;12567,0;France
537081;MONEY BOX BISCUITS DESIGN;12;05.12.2010 12:00;1,25;15332,0;Lithuania
537081;RED  HARMONICA IN BOX;36;05.12.2010 12:00;1,25;15332,0;Lithuania
537081;EDWARDIAN PARASOL BLACK;12;05.12.2010 12:00;5,95;15332,0;Lithuania
537081;EDWARDIAN PARASOL NATURAL;12;05.12.2010 12:00;5,95;15332,0;Lithuania
537081;EDWARDIAN PARASOL RED;12;05.12.2010 12:00;5,95;15332,0;Lithuania
